Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Port alive Duration (S),Connection Point,Packets Looked Up,Packets Matched,Label
2,362,12607974,30077,332,116,5,2,2901,2809,2
1,306,6282891,6319591,344,56,5,1,782,700,3
2,186273,33129844,36659061,120613,1920,5,2,512953,512871,0
4,349322,14756795,57079177,156999,1580,5,4,651099,650975,0
2,822,12639739,25334354,1721,1091,5,2,7194,7076,1
2,3055,56827372,88565252,5269,2777,5,3,19235,19009,4
2,286066,119102016,25557792,305532,2140,5,4,960934,960795,0
2,287304,138202045,25576244,305663,2340,5,4,962914,962771,0
2,1868,44168471,54542113,409678,1207,5,2,647509,647384,0
1,178097,13837008,12624032,299492,940,5,2,949644,949519,0
2,107,14287,14009,105,111,5,2,128311,128216,3
3,1538,19022678,93772,734,972,4,4,3833,3667,4
4,304470,19147595,55980959,281817,1127,5,4,985004,984881,0
2,530,6335880,12632201,601,131,5,2,1430,1361,3
2,379,45663,6349510,563,447,4,2,1769,1660,1
4,349650,14802188,76057447,158173,2080,4,4,657603,657472,0
2,284587,100235982,25507953,305119,1670,5,4,957096,956964,0
2,523,6327496,18932935,747,116,5,2,2024,1937,2
2,3001,6463732,167424,2930,96,5,2,5897,5839,2
3,182090,190481619,226604685,292723,2887,4,3,674300,674163,0
3,121713,74525057,82806890,319002,2067,5,3,997012,996882,0
3,177230,108298714,44307434,153139,1600,4,3,651424,651300,0
2,2658,6448528,160316,2703,156,4,2,5345,5283,2
2,6048,157702314,112064980,414153,2667,4,2,670085,669948,0
4,351908,40146458,91060852,215023,2527,4,4,668392,668256,0
3,177236,108299548,44308274,153145,1610,4,3,651442,651318,0
2,2990,75703100,67733612,410747,1437,5,2,651413,651287,0
1,4028,88357312,105620882,412405,1977,4,1,658722,658595,0
3,181199,184107078,82226369,155051,2430,5,3,661728,661593,0
1,693,18933458,23136,170,206,5,1,2141,2030,3
2,4051,50724376,75936272,4723,2607,5,3,11575,11412,4
1,2271,37904924,79742570,247381,1495,5,1,650484,650360,0
3,174272,45156568,19015488,151663,1065,5,3,644796,644672,0
2,3179,25479685,44370401,3416,2076,5,2,8583,8502,1
2,391,6318152,6418399,1147,1072,5,3,4826,4656,4
2,594,16686969,16617658,244792,785,5,2,641572,641456,0
4,165,15373,6311327,231,46,5,4,22457,22374,3
3,1637,6453919,12726194,1357,1091,5,4,6531,6409,1
2,431,43753,12636045,567,266,4,2,1007,934,3
2,1960,50463152,31769180,3183,2112,4,3,13389,13173,4
2,600,12632926,18928441,658,151,5,2,1502,1392,3
1,1558,31564759,38028467,2840,1847,5,1,10528,10402,1
3,173528,26224619,11939014,283054,907,5,3,642421,642302,0
1,2859,50528186,92393096,248156,1810,5,1,653846,653722,0
1,183850,114982228,12795002,300728,2830,5,2,967464,967320,0
1,10612,202192190,303696,2215,3317,5,3,18856,18610,4
1,4015,100152676,79606379,242070,2360,5,1,518009,517921,0
2,285557,112897318,25538573,305393,1930,5,4,959021,958888,0
2,4948,107295022,124046614,250521,2530,4,2,663049,662914,0
4,467,12623338,33038,363,136,5,4,1490,1395,2
1,644,84366,19049284,1959,876,5,1,7092,6969,1
1,365,12608148,41756,433,226,4,1,1077,1012,3
1,314141,38385058,25870974,314708,997,5,1,983031,982915,0
4,305518,25555846,112928912,285892,2117,5,4,997673,997543,0
1,478,12615885,6339451,561,166,5,1,1638,1536,2
4,593,12602679,18012,135,151,5,4,1569,1469,2
1,2029,56762700,35389863,239791,1940,5,1,513152,513070,0
1,3684,79813854,99291762,411974,1807,5,1,656973,656847,0
2,207,27240,27240,207,246,5,2,3078,2964,3
4,348664,14678238,15182621,210660,767,5,4,641039,640921,0
4,350938,27478824,91009583,214545,2137,5,4,661999,661868,0
4,352335,46477246,91088242,215274,2747,5,4,671091,670954,0
1,380,6330573,23906324,209150,251,5,1,211736,211630,3
3,173341,19919488,11929521,282930,887,5,3,642097,641979,0
4,135594,32528035,29285,220,266,5,5,272290,272188,3
1,184367,127604804,12803342,300788,2920,4,2,968455,968311,0
4,305137,25510455,100238484,284605,1697,5,4,993396,993272,0
1,178340,20149705,12633327,299561,1040,5,2,950539,950409,0
1,2079,37891661,73998280,410327,1487,4,1,652365,652239,0
2,287980,144544500,25585418,305729,2440,5,4,964071,963927,0
2,6179,113670893,190047809,419748,2437,5,2,1003429,1003295,0
1,307,6312665,16320123,237669,850,5,1,507323,507247,0
1,346,41833,38653,283,417,5,2,1754,1648,1
2,285,30831,22842,163,206,5,2,1592,1484,3
4,305771,25591256,157159594,288400,2507,5,4,1004855,1004720,0
1,180891,64406145,12714311,300149,1940,4,2,959047,958914,0
1,2106,6416872,6431673,2318,121,5,1,4632,4532,2
1,4766,113565512,101264736,6745,3207,5,2,24891,24662,4
4,57,7924,7956,57,46,4,5,179,102,3
1,268,28103,12641630,713,171,5,1,90029,89926,3
3,1305,12718071,25342253,1905,1031,5,4,6867,6699,4
2,188704,64805046,61979793,122128,3010,5,2,522276,522188,0
1,177915,13820561,12615844,299431,850,4,2,948885,948761,0
2,361,12607919,17173266,407845,797,5,2,641383,641265,0
3,124465,119191704,133368570,321707,3027,4,3,1011929,1011794,0
2,1228,165221,31695521,2315,1771,5,4,10333,10107,4
2,7309,132623077,225705103,421394,2957,5,2,1010648,1010513,0
1,4699,100986365,124571535,413332,2237,4,1,663925,663790,0
4,352315,46474466,91085722,215256,2717,4,4,670532,670395,0
3,3155,25489680,37431396,3359,2336,4,3,14937,14810,1
1,3293,82015816,57059093,4881,2846,5,1,18840,18712,1
2,287449,138214248,25580970,305697,2390,4,4,963444,963300,0
2,184812,20408249,23968093,119599,1080,5,2,509233,509153,0
4,211,21033,6332680,504,101,5,4,1167,1074,2
4,349349,14760451,57082859,157026,1620,5,4,651743,651619,0
2,290185,176177380,38247910,306537,2970,5,4,968980,968836,0
1,139,18730,18562,135,156,5,1,1463,1359,3
2,948,25231025,22960960,245335,1105,5,2,645450,645326,0
2,3235,12774811,198596,3334,176,5,2,7109,7009,2
2,4920,129313167,93071121,412791,2117,5,2,661683,661552,0
4,2461,12887752,31829576,3482,2977,5,5,22806,22581,4
1,6071,126246544,162461259,415096,2667,4,1,670085,669948,0
1,239,16570,29773215,408034,887,5,1,642097,641979,0
2,687,12630246,18951607,933,246,5,2,248752,248645,3
2,287347,138206474,25579024,305683,2370,5,4,963126,962982,0
1,318825,151953329,114405545,320214,2657,5,1,1007039,1006904,0
1,57,7924,7840,55,46,5,1,327,238,3
3,172852,13588718,11917677,282844,757,4,3,640737,640619,0
1,355,24476,18937532,731,241,5,1,2611,2506,3
4,351902,40145624,91060012,215017,2517,4,4,668374,668238,0
2,3882,91886201,93015519,412078,1977,4,2,658722,658595,0
4,455,6333880,6333828,452,206,5,4,1650,1551,2
4,305470,25549207,112914914,285737,2047,5,4,996973,996846,0
3,1038,110730,95568,826,867,5,4,4814,4687,1
3,183,24406,6335485,471,216,5,4,1134,1035,2
1,4218,107244720,79630669,242306,2530,4,1,518839,518751,0
2,1053,6357393,61636,990,76,5,2,2032,1975,2
2,361,12607919,17174106,407851,807,5,2,641401,641283,0
3,174043,38845631,19007935,151609,985,4,3,644344,644225,0
1,336,40697,37127,279,397,5,2,1523,1404,1
3,173191,19907027,11924999,282897,837,5,3,641586,641468,0
1,1531,37854391,25421469,2566,1757,5,1,10159,10032,1
2,947,25230955,22948759,245245,975,4,2,644047,643931,0
1,6291,126342411,180839,1331,1952,5,3,11497,11269,4
2,947,25230955,22941185,245186,895,5,2,643302,643186,0
4,304139,19112074,24407419,280315,837,5,4,980708,980592,0
1,3349,75727653,79571572,241608,2290,5,1,516838,516750,0
1,4014,75773377,117659385,249447,2060,5,1,657561,657430,0
3,180402,152597896,195012000,291034,2467,5,3,667993,667857,0
4,362,6323596,21258,201,154,5,5,1684,1537,4
2,187736,45840168,55629326,121618,2490,5,2,518787,518699,0
1,317353,110302233,95418402,318781,2347,5,1,1001558,1001424,0
4,105,14009,96886,1579,106,5,4,4258,4168,2
2,364,12608090,34849,370,166,5,2,6912,6815,2
1,6071,126246544,162464899,415122,2707,5,1,670254,670117,0
3,173931,38838821,18272194,283611,987,4,3,643999,643880,0
3,123709,106152656,127034496,321246,2787,4,3,1008593,1008458,0
2,282132,62296464,19160292,304621,1180,5,4,951999,951867,0
3,123891,106169637,127043392,321310,2887,5,3,1009188,1009053,0
1,315612,76234956,51177685,316416,1517,5,1,991478,991354,0
2,325,35321,11589836,615,246,5,2,1229,1164,3
4,350359,21127135,59428436,213046,1687,5,4,655134,655008,0
1,3326,75201574,79568494,241579,2270,5,1,516768,516680,0
1,1285,25254484,31707421,2491,1727,5,1,9694,9568,1
1,6183,126254253,168773926,415336,2767,5,1,671495,671358,0
4,1511,19009241,74603,635,671,5,4,4431,4319,1
3,181815,196737649,88548140,155411,2550,5,3,663293,663158,0
3,950,98498,76089,633,732,5,4,3849,3722,1
2,418,6329408,42413,484,156,5,2,1976,1863,3
1,317840,120428290,108048436,319378,2477,5,1,1004240,1004106,0
1,4820,100994648,130882218,413558,2317,5,1,665409,665274,0
2,3831,56981606,44364190,3313,2151,5,3,9984,9820,4
1,1007,12652258,48156269,245790,1065,5,1,644796,644672,0
1,2029,56762700,35385383,239759,1890,5,1,512807,512725,0
4,6479,113800585,107505133,6401,2407,4,4,16410,16279,1
4,351870,40141176,91055532,214985,2467,5,4,667993,667857,0
1,6437,126271630,182309191,415781,2857,4,1,673370,673233,0
1,189,25712,26042,193,236,5,1,122140,122026,3
4,348809,14687918,19123438,154485,825,5,4,642692,642576,0
2,283991,87602584,25489243,304983,1460,4,4,955247,955115,0
2,250,6313696,10547,78,71,5,2,463,362,2
3,1044,25256657,63733,651,396,5,3,3641,3537,1
4,249,6313626,10035,74,66,5,4,1733,1646,2
4,969,18949522,12639318,699,141,5,4,2374,2279,2
4,351824,40134782,91049092,214939,2397,5,4,667294,667158,0
3,180720,177777800,75905835,154701,2320,5,3,660610,660475,0
2,4652,119857594,93057074,412605,2087,5,2,660906,660775,0
1,316639,101471398,70154639,317639,1927,5,1,996174,996050,0
4,349498,14781065,76013772,157695,1850,5,4,654768,654644,0
4,373,6323237,6316046,269,91,5,4,1129,1041,2
3,181460,177851307,208737963,292187,2797,4,3,671838,671701,0
1,316743,101478563,76474386,317930,2107,5,1,997649,997519,0
4,349710,14810334,76065651,158233,2170,5,4,658063,657932,0
1,6183,126254253,168774766,415342,2777,4,1,671725,671588,0
2,163,21290,21290,163,181,5,2,191432,191333,3
2,185336,26752497,24009462,119957,1450,5,2,511139,511058,0
4,349039,14718331,31803343,155679,1155,5,4,646131,646007,0
1,1261,6362432,80646,1301,111,4,1,4841,4744,2
3,367,34519,19496,148,166,5,4,4538,4433,2
2,54865,9258825,9217802,53938,126,4,2,111218,111128,3
4,306509,38244018,170646622,289835,2927,5,4,1010129,1009994,0
1,261,6315322,11811,85,86,4,1,507,412,3
4,1152,12657467,50847,809,86,5,4,2278,2185,2
4,6904,113807423,88553926,5313,2367,5,4,16857,16725,1
4,352758,46519335,97456981,216204,3037,5,4,676534,676397,0
3,121932,80834642,82820775,319157,2137,5,3,998132,998002,0
3,55,7872,7924,57,46,5,3,344,258,3
3,1625,220482,6545796,2077,2417,5,3,16434,16303,1
2,184286,14064573,5023834,118816,720,4,2,506842,506766,0
4,350380,21129957,59437172,213156,1717,4,4,655394,655268,0
1,4146,107232494,69753222,5890,3247,5,2,24323,24092,4
3,3790,44415594,63376196,5061,2586,5,4,23104,22876,4
4,351862,40140064,91054692,214979,2457,4,4,667969,667833,0
2,3639,69518163,56940337,3717,1452,5,3,12164,11944,4
2,188542,64782366,61957113,121966,2760,5,2,520509,520421,0
4,304688,19169314,68636558,282780,1277,5,4,987052,986928,0
3,1816,6400422,14051,106,106,4,3,5917,5824,2
1,315717,76242183,57484447,316614,1557,5,1,991835,991711,0
2,3217,75718659,73528874,248191,1980,4,2,656452,656324,0
2,1064,25238954,29275431,245590,1225,5,2,646562,646438,0
4,305590,25566194,119254628,286312,2227,5,4,999460,999326,0
4,349176,14736695,38133125,156105,1355,5,4,648504,648380,0
1,3311,63142200,98715144,248574,1850,5,1,654768,654644,0
3,494,6301987,12929,97,96,5,3,87722,87632,3
1,319507,164583117,133356164,321130,2947,4,1,1010347,1010212,0
1,503,6334316,18318,140,146,4,1,1576,1473,3
2,187463,45816820,49316941,121380,2390,5,2,518276,518188,0
3,178031,120944336,50626322,153424,1770,4,3,653198,653074,0
3,177080,95707034,86005595,286555,1617,4,3,654327,654201,0
2,236,27376,6331104,417,234,5,3,1380,1269,4
1,316743,101478563,76475220,317936,2117,5,1,997673,997543,0
2,281625,49675030,19136329,304324,1100,5,4,950984,950853,0
2,186712,39463133,36689523,120887,2170,5,2,514985,514900,0
4,349245,14746189,44453869,156461,1460,5,4,650125,650001,0
1,2125,118488,12725823,2354,146,5,1,4685,4623,2
3,177692,120918028,44316996,153208,1705,5,3,652503,652379,0
1,173,23650,23860,178,211,5,1,8449,8334,2
2,5417,103657144,162575454,418716,2277,5,2,1000718,1000584,0
2,3420,75732649,86148835,248635,2120,4,2,657958,657827,0
3,173952,38841643,18274994,283631,1017,5,3,644062,643942,0
2,2714,69392625,61419121,410439,1397,5,2,650710,650584,0
2,5264,141526558,93095877,413078,2217,5,2,663601,663466,0
2,188664,64799446,61974193,122088,2950,5,2,521628,521540,0
2,4095,68102753,176075,1305,1896,5,3,12768,12642,1
1,319768,164600957,146492151,321528,2977,5,1,1011265,1011130,0
1,314711,51007174,38517885,315455,1277,5,1,987052,986928,0
1,2028,56762630,35360099,239577,1610,5,1,511919,511838,0
2,4706,88403808,146654355,417908,2157,5,2,998450,998320,0
1,183160,102344180,12779990,300620,2660,5,2,965653,965509,0
4,305450,25546427,112912412,285719,2017,5,4,996913,996786,0
3,43,5983,5775,42,26,4,3,27780,27688,3
2,1430,31555553,48922261,413575,1107,5,2,984813,984690,0
4,691,12639534,6343236,615,214,4,5,2383,2240,4
1,319841,164606052,152271810,321691,3007,5,1,1011587,1011452,0
1,315026,62694071,38538672,315715,1347,5,1,988593,988469,0
2,281419,43367136,19131881,304292,1050,4,4,950681,950551,0
4,348686,14681102,21488586,210853,797,5,4,641383,641265,0
1,650,85200,19050118,1965,886,5,1,7122,6999,1
3,3687,44431750,75972584,4903,3086,5,4,22508,22281,4
1,327,30131,12637954,690,126,5,1,104848,104748,3
1,222,30003,29933,221,276,5,1,2974,2849,3
1,182029,77077415,12734336,300294,2160,4,2,961006,960867,0
4,5932,101173000,101173516,5921,2252,5,4,15288,15158,1
1,5110,99703676,142947607,250890,2560,5,1,663593,663458,0
3,98443,24212247,11302036,92422,181,5,3,191340,191234,3
1,12,1016,14143,106,106,5,1,601,516,3
3,720,12641717,31559033,1347,156,5,3,2542,2439,3
3,174231,45150999,19009895,151623,1005,5,3,644666,644546,0
1,188,6304571,19758,203,81,5,1,2492,2401,2
4,2980,12765123,135694,2307,156,5,4,6151,6058,2
1,1160,64517,6370800,1296,76,4,1,2603,2509,2
2,282144,62298132,19162238,304635,1200,5,4,952155,952023,0
2,141,18846,18568,139,156,5,2,2937,2835,2
2,3877,88347011,92482085,249135,2270,5,2,659399,659264,0
4,349781,14783407,40470341,212014,1407,4,4,650801,650675,0
1,239,16570,29772375,408028,877,4,1,642079,641961,0
3,284,30821,6326461,341,206,5,3,2226,2126,3
2,186,6304414,18134,190,66,5,2,1801,1716,2
2,1411,37845739,29297685,245858,1310,5,2,647558,647434,0
3,180394,152596784,195011160,291028,2457,5,3,667969,667833,0
3,886,18944528,6337752,535,161,5,3,2147,2052,3
3,140766,32802960,6340651,515,261,5,3,142944,142822,3
1,319986,164615939,158974081,321918,3047,5,1,1012263,1012128,0
3,163,22842,30830,285,206,5,3,101682,101583,3
3,24443,1328876,9356,68,61,5,3,24636,24536,3
4,351050,30371888,91013265,214572,2177,5,4,662657,662526,0
1,319507,164583117,133354218,321116,2927,5,1,1010129,1009994,0
2,5939,157694826,105758175,413955,2627,5,2,669430,669293,0
4,349522,14784401,76024358,157824,1885,5,4,655408,655284,0
2,46084,8784570,8464867,40028,91,5,2,86588,86501,3
3,176896,101980616,44292663,152978,1520,4,3,650526,650402,0
2,188316,58471659,61949833,121914,2680,5,2,519945,519857,0
3,491,12626334,34036,356,166,5,3,2130,2027,2
1,182825,96018282,12757472,300458,2410,5,2,963778,963634,0
4,349788,14821516,76076909,158311,2290,5,4,659692,659557,0
4,698,12639570,18120,136,146,5,5,1852,1755,3
1,1738,31573674,50565263,2708,1112,5,2,8940,8753,4
1,746,47991,47865,743,96,5,1,1652,1549,2
2,211,27602,35248,318,251,5,2,1404,1336,3
3,2091,44197368,41540,414,246,5,3,241973,241865,3
1,12,1012,10817,81,71,4,1,1948,1863,2
1,136,18022,25485,245,146,5,1,1104,996,3
2,535,18911322,17188685,408018,877,4,2,642079,641961,0
1,4446,87861508,123998872,249990,2290,5,1,659692,659557,0
2,477,12615825,16608568,244689,735,5,2,641183,641067,0
2,187224,39505423,48653152,121308,2320,5,2,517393,517305,0
3,123805,106163246,127042558,321304,2877,5,3,1009084,1008949,0
2,1355,75175,6383187,1501,101,5,2,3033,2941,2
1,4327,107252211,85945790,242563,2660,5,1,519636,519548,0
3,350,33649,12626426,496,166,4,3,2112,2014,3
3,117947,11294192,38477817,315640,797,4,3,980230,980114,0
3,301,33682,12640479,654,236,5,3,118695,118596,3
1,3721,69461799,111337872,249093,1940,4,1,656373,656246,0
2,1850,6515069,12808870,1867,2116,5,2,10480,10341,1
1,132,9188,6321553,309,146,5,1,562,499,3
2,992,25232852,12782947,1914,1522,5,3,8317,8109,4
3,6139,101207929,247072,1816,2686,5,4,16430,16296,1
4,304277,19129893,43350440,281192,1027,5,4,983387,983265,0
2,185310,26748857,23998067,119818,1410,5,2,510801,510720,0
3,594,6348418,6354562,678,336,5,3,1987,1883,1
2,186127,33117099,36653741,120575,1860,5,2,512769,512687,0
1,104,13999,13831,100,106,5,1,50121,50022,3
1,636,6334078,25264019,1157,424,4,2,4443,4290,4
4,625,12636694,22810,173,196,5,5,1372,1279,3
4,305131,25509621,100237372,284597,1687,4,4,993094,992970,0
3,175831,75817842,68772329,285806,1367,5,3,650373,650247,0
2,5984,157697816,107337403,414028,2657,5,2,669876,669739,0
1,23759,1283346,1043628,19223,56,4,1,43399,43314,3
2,6204,145130166,136744350,251858,3030,4,2,668569,668434,0
3,1860,6515486,190458,1409,2082,5,4,7896,7760,1
1,183310,102357151,12785272,300658,2720,4,2,966101,965957,0
2,14,1172,18454,137,151,5,2,4030,3926,2
2,185,6304329,21366,212,106,5,2,2772,2687,2
1,182435,89692837,12742974,300353,2250,5,2,961987,961844,0
2,236,24368,6319886,294,131,4,2,1097,1039,2
3,176683,95671866,44287343,152940,1460,5,3,650125,650001,0
2,71077,10142227,16448,117,136,5,3,139035,138936,3
3,173687,32525439,18998933,151544,885,5,3,643281,643165,0
3,78,10935,11019,80,76,5,3,42949,42851,3
3,758,18934752,6328310,419,136,5,3,2399,2296,3
4,722,12642392,20724,156,176,5,5,1898,1804,3
4,349545,14787529,76027438,157846,1920,5,4,655750,655625,0
3,315,34661,27198,206,246,5,3,2518,2417,3
1,191,6304760,20682,209,96,5,1,488,429,2
2,2302,50489882,60862438,247182,1670,4,2,651839,651715,0
2,421,10645776,16605125,244650,725,5,2,641165,641049,0
3,534,6337216,6329732,420,156,5,3,5881,5779,2
3,118662,23935452,51126143,316454,1007,4,3,983295,983176,0
2,5356,145071846,93101147,413138,2237,4,2,663925,663790,0
2,3975,75770733,124689728,416949,1947,4,2,996216,996092,0
1,1823,44162640,31711919,2713,1562,5,2,5646,5494,4
2,3076,63125992,93124068,415623,1567,5,2,991853,991729,0
2,220,6306809,25724,288,116,5,2,1222,1130,1
3,176858,89398267,81405995,286404,1577,4,3,653702,653576,0
1,258,6309197,14372683,244547,785,5,1,641572,641456,0
2,282559,68619927,19165936,304663,1240,5,4,952650,952518,0
2,1516,37852942,35604210,246055,1345,4,2,648483,648359,0
3,182501,196805077,233581559,293105,2967,5,3,675273,675136,0
4,2715,6449551,81366,1346,86,5,4,5479,5384,2
4,1378,18998268,70989,609,631,5,4,4073,3961,1
2,2454,44179567,69651455,4596,2836,5,2,18822,18694,1
1,2271,37904924,79745650,247403,1530,4,1,650544,650420,0
3,173946,38840809,18274154,283625,1007,5,3,644038,643918,0
3,3862,56985874,44367198,3340,2212,5,4,15990,15767,4
2,268,28103,25242420,973,176,5,2,4400,4289,2
1,317183,104130123,95406133,318635,2297,4,1,1001053,1000919,0
2,2366,56785796,61392913,410144,1267,5,2,649041,648915,0
2,241,24519,12623326,471,131,5,2,1609,1499,2
2,535,18911291,39515,457,136,5,2,2376,2286,2
2,106,14123,14081,105,106,5,2,97249,97192,3
4,2844,19046552,143985,2438,151,5,4,6783,6684,2
1,4187,82076738,117673226,249601,2130,5,1,657982,657851,0
2,2343,37905314,75890276,4269,2242,4,3,16260,16035,4
4,3418,56930251,75845403,4008,1671,5,5,14949,14733,4
1,355,24476,18934928,711,211,5,1,2546,2442,3
1,3120,6466053,12780705,3316,171,5,1,7025,6930,2
1,180164,45467277,12685565,299941,1620,4,2,956792,956660,0
4,305385,25537461,112896206,285549,1917,5,4,996156,996032,0
2,282566,68620803,19166812,304670,1250,5,4,952676,952544,0
2,7483,138926503,225720020,421558,3037,4,2,1012220,1012085,0
4,351145,33786741,91014385,214580,2187,5,4,662820,662689,0
3,79692,4315700,4316960,79714,121,5,3,159613,159517,3
2,3420,75732649,86151677,248656,2150,4,2,658021,657890,0
3,176916,101983396,44295463,152998,1550,5,3,650760,650636,0
1,2340,50492776,50668939,3611,1946,5,1,8167,8088,1
4,348722,14676698,12788545,153927,705,4,5,640552,640436,0
2,754,96552,19025458,1558,1002,5,3,4319,4200,4
1,180865,64402531,12710627,300122,1900,5,2,958943,958810,0
1,110524,31133652,12644730,726,211,5,1,111618,111503,3
3,533,6335640,6319220,293,126,5,3,1800,1709,3
1,4820,100994648,130879418,413538,2287,5,1,665349,665214,0
3,963,6384960,6383796,941,581,5,3,3127,3016,1
3,506,6333959,25236961,923,126,5,3,1652,1542,2
4,349721,14775261,40454844,211848,1317,5,4,650001,649875,0
4,7039,138990182,75979726,5231,2686,5,4,19038,18910,1
2,3202,67722042,93132256,415718,1607,5,2,992389,992265,0
2,3975,75770733,124680832,416885,1847,5,2,995786,995662,0
3,573,12630124,15635,116,126,5,3,5320,5220,2
1,757,12634910,32651749,245299,975,4,1,644047,643931,0
1,435,30028,25236519,870,196,5,1,2770,2673,3
1,316852,101486054,82789273,318184,2227,5,1,999460,999326,0
1,179411,32826658,12673847,299856,1490,4,2,955613,955481,0
4,1180,18987014,6388091,944,712,4,4,4371,4252,1
2,6695,126289424,200451524,420355,2597,5,2,1006515,1006380,0
2,1057,18960736,12659169,910,256,5,2,3208,3102,3
1,5443,107328902,149276138,251312,2730,4,1,665614,665479,0
2,296,6311926,6325103,387,111,5,2,2058,1962,2
1,1792,31580504,67683572,410015,1447,4,1,651563,651437,0
3,175180,70391709,19029208,151761,1215,5,3,646541,646417,0
2,5855,132523247,136719880,251568,2930,4,2,667501,667366,0
1,318825,151953329,114408325,320234,2687,5,1,1007375,1007240,0
2,2483,56789612,56942931,3603,1652,5,3,14634,14418,4
3,71664,22771568,6322199,314,156,4,3,72523,72413,3
3,771,12651049,33111917,147088,281,5,3,148776,148672,3
3,123689,106149876,127031994,321228,2757,5,3,1008251,1008116,0
3,174639,57767890,30906695,284273,1117,5,3,645682,645559,0
3,2711,25455640,31775810,3124,2322,5,4,15409,15188,4
2,46,6331,6331,46,31,5,2,21237,21159,3
2,2170,25383209,25377725,2086,1521,5,3,6736,6581,4
3,1380,6425796,12705445,1207,861,5,4,5496,5379,1
4,257,25697,12713852,2144,136,5,4,7902,7800,2
3,3169,38065704,44374543,3416,2192,4,3,14979,14846,1
1,2167,33834555,79727972,247244,1385,5,1,649130,649006,0
3,180714,177776966,75904995,154695,2310,4,3,660288,660153,0
3,3834,44421710,75987608,5437,2656,5,4,23774,23546,4
2,180161,16027991,28202047,172302,211,5,2,362092,361993,3
2,281301,43358467,19131047,304286,1040,5,4,950539,950409,0
4,349338,14737679,27825133,211334,1067,5,4,645263,645140,0
3,1356,19011672,25347206,2003,1012,5,4,7644,7481,4
1,2197,130131,19032431,2603,136,5,1,6210,6103,2
3,180746,177781414,75909475,154727,2360,4,3,660734,660599,0
3,179014,127318826,131902390,288458,2087,5,3,660906,660775,0
4,349808,14824296,76079709,158331,2320,5,4,660610,660475,0
4,305497,25553024,112922843,285826,2087,4,4,997464,997334,0
1,3359,69436741,97043450,411701,1777,5,1,656346,656220,0
2,4847,107288059,117735909,250295,2450,5,2,662276,662141,0
3,2644,37975853,6410201,1044,1062,5,4,7862,7689,4
2,288633,163471295,31902956,306004,2600,5,4,965205,965061,0
1,3201,6481821,6096148,3310,206,5,1,7447,7345,2
2,285873,112926368,25553302,305499,2090,5,4,960411,960272,0
1,314690,51005511,37988085,315404,1237,5,1,986404,986280,0
4,1636,226486,31784629,3417,2507,5,4,12498,12373,1
2,506,6326380,18943071,821,221,5,2,6721,6614,2
2,6204,145130166,136739870,251826,2980,4,2,668172,668037,0
1,5714,119930428,151549622,414660,2607,4,1,669211,669075,0
4,350327,21122687,59416137,212900,1637,5,4,654455,654329,0
1,468,32234,42396882,408509,1067,5,1,645263,645140,0
2,188678,64801406,61976153,122102,2970,5,2,521827,521739,0
1,316743,101478563,76473552,317924,2097,5,1,997631,997501,0
3,384,37495,12629213,514,196,5,3,8133,8038,2
3,178023,120943224,50625202,153416,1760,5,3,653174,653050,0
2,284555,100231534,25503505,305087,1620,4,4,956792,956660,0
4,304841,24816160,68639253,282810,1287,5,4,987268,987144,0
3,179492,152513337,56959445,153864,2020,4,3,656925,656797,0
2,6204,145130166,136742670,251846,3010,5,2,668404,668269,0
3,4749,75939886,50727990,4077,2647,5,4,19772,19548,4
2,5652,151383622,99424709,413512,2377,4,2,666807,666671,0
1,132,9235,23456683,407759,747,5,1,640717,640599,0
3,117664,11271244,25863589,315237,717,5,4,978912,978796,0
2,1386,6426328,37912817,1813,887,5,2,5273,5156,1
2,519,6342096,31257,238,286,5,2,3220,3107,3
2,288168,149801739,25587920,305747,2470,5,4,964316,964172,0
3,2818,19051925,23734,175,211,4,3,3882,3778,2
2,2004,6500431,31686311,2295,1546,5,2,5932,5855,1
1,5964,126239134,149312901,251739,2890,5,1,667137,667002,0
1,1508,37852747,25340985,1971,846,5,1,6737,6624,1
4,349230,14744201,38140685,156159,1440,4,4,649793,649669,0
4,519,6341573,12645080,689,281,4,4,3822,3719,3
1,2392,37913207,86062839,247676,1680,5,1,652156,652032,0
4,349274,14750123,44465388,156600,1505,5,4,650508,650384,0
1,3747,82046511,99304611,412086,1917,5,1,657882,657755,0
3,178452,127266992,50630802,153456,1820,5,3,654149,654025,0
3,607,6341258,29164,292,174,5,4,1353,1205,4
2,633,12638193,6334862,463,211,5,2,116139,116024,3
1,319219,158271869,127037448,320793,2857,5,1,1009010,1008875,0
4,306431,38233176,169823773,289384,2807,5,4,1008914,1008779,0
2,185416,26763501,36627337,120385,1570,5,2,511867,511786,0
2,79,10589,10337,73,71,5,2,29078,28982,3
2,600,6345653,25262070,1216,246,5,2,2284,2174,3
1,217,29599,29929,221,276,5,1,143473,143351,3
2,259,6315020,11701,87,81,5,2,35844,35753,3
3,5848,101159113,75951410,5209,2046,5,3,18559,18435,1
1,1119,18979788,25297602,1486,611,5,1,3782,3665,1
2,287158,137534839,25572908,305639,2300,5,4,962690,962547,0
2,128,8951,6317085,278,101,5,2,893,801,2
4,349517,14754880,34138632,211580,1177,4,4,646595,646470,0
2,619,12636247,6332874,448,191,5,2,105266,105151,3
